Account,date,daily_pnl,trade_count,closed_trades,winning_trades,avg_size_usd,total_size_usd,max_size_usd,long_trades,short_trades,total_fee,win_rate,long_ratio,net_pnl_after_fees,sentiment_score,sentiment,sentiment_binary,size_seg,freq_seg,winner_seg
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-04,444.266681,32,7,7,502.8234375,16090.35,1499.89,31,1,3.82318985,1.0,0.96875,440.44349115,15,Extreme Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-05,423.18325600000003,21,6,6,550.0914285714285,11551.92,2499.3,13,8,1.48670832,1.0,0.6190476190476191,421.69654768000004,20,Extreme Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-06,102.92652,12,8,6,742.9966666666666,8915.96,2113.24,4,8,2.50836533,0.75,0.3333333333333333,100.41815466999999,25,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-07,781.670551,62,17,16,463.668064516129,28747.42,1499.19,43,19,5.64248208,0.9411764705882353,0.6935483870967742,776.02806892,34,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-08,119.3611,31,7,7,449.9274193548387,13947.75,998.8,26,5,2.828469,1.0,0.8387096774193549,116.532631,28,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-09,0.0,8,0,0,827.6537500000001,6621.2300000000005,2498.3,8,0,0.8009230599999999,0.0,1.0,-0.8009230599999999,27,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-10,0.0,16,0,0,734.3568750000001,11749.710000000001,1501.67,16,0,3.46105317,0.0,1.0,-3.46105317,20,Extreme Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-11,266.837111,32,6,4,504.60375,16147.32,1499.99,22,10,3.39704929,0.6666666666666666,0.6875,263.44006171,24,Extreme Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,78.714444,7,3,3,738.5457142857142,5169.82,1784.16,0,7,1.737054,1.0,0.0,76.97739,34,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,-1.2672399999999993,9,3,2,364.46555555555557,3280.19,932.47,8,1,0.37254174,0.6666666666666666,0.8888888888888888,-1.6397817399999992,45,Neutral,Neutral,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,202.313183,36,31,30,837.4561111111111,30148.420000000002,5350.5,4,32,9.170037,0.967741935483871,0.1111111111111111,193.143146,46,Neutral,Neutral,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,-6.342484000000001,7,5,2,569.8328571428572,3988.83,1932.58,6,1,1.220354,0.4,0.8571428571428571,-7.562838000000001,30,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,-31.277088,3,1,0,705.3433333333334,2116.03,749.83,0,3,0.5310239999999999,0.0,0.0,-31.808111999999998,32,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,-2.8135689999999993,12,7,2,485.3908333333334,5824.6900000000005,1562.72,1,11,1.5372599999999998,0.2857142857142857,0.08333333333333333,-4.350828999999999,32,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,-147.78931200000002,20,17,14,769.2385,15384.77,2916.64,10,10,4.329674,0.8235294117647058,0.5,-152.11898600000004,49,Neutral,Neutral,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,39.1247,6,2,2,494.46000000000004,2966.76,799.99,2,4,0.81683,1.0,0.3333333333333333,38.307869999999994,31,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,-1184.046158,11,11,0,340.78363636363633,3748.62,749.97,0,11,0.899586,0.0,0.0,-1184.945744,32,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,0.0,2,0,0,374.475,748.95,549.01,0,2,0.251646,0.0,0.0,-0.251646,30,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,-216.431703,25,14,10,545.196,13629.9,3600.76,8,17,2.960264,0.7142857142857143,0.32,-219.391967,45,Neutral,Neutral,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,87.95347999999998,3,3,1,377.80999999999995,1133.4299999999998,749.93,1,2,0.200845,0.3333333333333333,0.3333333333333333,87.75263499999998,46,Neutral,Neutral,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,69.285,3,1,1,749.9666666666667,2249.9,750.0,3,0,0.08228819999999999,1.0,1.0,69.2027118,47,Neutral,Neutral,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,0.0,3,0,0,250.07333333333335,750.22,523.81,3,0,0.01968259,0.0,1.0,-0.01968259,32,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,798.187528,16,5,5,471.555,7544.88,999.94,15,1,2.41508,1.0,0.9375,795.772448,34,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,-680.287463,19,18,6,247.43947368421055,4701.35,749.22,6,13,1.579629,0.3333333333333333,0.3157894736842105,-681.867092,34,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,93.006465,4,3,3,405.9275,1623.71,749.49,3,1,0.36569,1.0,0.75,92.640775,44,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,7.052034,14,2,2,635.2357142857143,8893.3,986.29,12,2,1.78190857,1.0,0.8571428571428571,5.27012543,25,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,0.0,2,0,0,874.78,1749.56,1249.94,2,0,0.43421763,0.0,1.0,-0.43421763,28,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,-132.88134,25,11,10,586.6572,14666.43,1549.46,4,21,4.088152,0.9090909090909091,0.16,-136.969492,30,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,-1400.5515480000001,15,7,4,661.3813333333333,9920.72,1455.4,6,9,2.31362,0.5714285714285714,0.4,-1402.865168,34,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,-5651.552238,48,27,7,569.6545833333333,27343.420000000002,2499.93,21,27,8.287402,0.25925925925925924,0.4375,-5659.83964,23,Extreme Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,-6745.027414,42,31,11,700.9559523809525,29440.15,2499.84,16,26,5.6987836099999996,0.3548387096774194,0.38095238095238093,-6750.72619761,24,Extreme Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,-3911.273892,56,46,26,638.1583928571429,35736.87,3132.44,27,29,9.128053,0.5652173913043478,0.48214285714285715,-3920.401945,18,Extreme Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,258.032458,21,9,8,520.317619047619,10926.67,1499.96,18,3,2.2793912,0.8888888888888888,0.8571428571428571,255.75306680000003,39,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,608.246567,28,19,17,378.8592857142857,10608.06,1499.93,14,14,2.3168819100999998,0.8947368421052632,0.5,605.9296850899,25,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,3105.920269,41,27,24,550.1919512195121,22557.87,3499.9,26,15,6.1437547,0.8888888888888888,0.6341463414634146,3099.7765143,43,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,490.32631200000003,26,10,10,601.84,15647.84,2520.95,18,8,2.246355916,1.0,0.6923076923076923,488.079956084,45,Neutral,Neutral,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,263.769257,7,5,5,377.75428571428574,2644.28,750.0,6,1,0.47633217,1.0,0.8571428571428571,263.29292483,31,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,17.022667,11,3,3,768.989090909091,8458.880000000001,2500.27,10,1,1.81605923,1.0,0.9090909090909091,15.206607769999998,29,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,169.67583499999998,29,15,15,456.538275862069,13239.61,1249.75,7,22,2.73851699,1.0,0.2413793103448276,166.93731800999998,30,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,64.128219,2,2,2,375.075,750.15,473.5,0,2,0.25204899999999997,1.0,0.0,63.87617,32,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,12.652267000000005,21,12,11,580.8100000000001,12197.01,3249.32,15,6,1.6668287458,0.9166666666666666,0.7142857142857143,10.985438254200005,37,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,-2.1503300000000003,12,8,5,249.97833333333332,2999.74,749.45,9,3,0.51616288,0.625,0.75,-2.6664928800000003,39,Fear,Fear,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,-282.266207,14,4,1,343.8335714285714,4813.67,1249.86,2,12,0.957551,0.25,0.14285714285714285,-283.22375800000003,47,Neutral,Neutral,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,511.720343,45,17,16,336.54622222222224,15144.58,862.15,11,34,3.78354597,0.9411764705882353,0.24444444444444444,507.93679703000004,72,Greed,Greed,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,350.896638,24,8,6,396.0429166666667,9505.03,1250.63,11,13,1.7637399599999999,0.75,0.4583333333333333,349.13289804,63,Greed,Greed,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,0.0,7,0,0,392.83714285714285,2749.86,750.0,3,3,0.17323044999999998,0.0,0.42857142857142855,-0.17323044999999998,60,Greed,Greed,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,147.607393,18,4,4,288.9161111111111,5200.49,749.72,6,12,1.17737927,1.0,0.3333333333333333,146.43001373,65,Greed,Greed,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,361.183441,13,12,9,370.71153846153845,4819.25,1169.04,5,8,1.3554278899999999,0.75,0.38461538461538464,359.82801311000003,61,Greed,Greed,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,146.420556,9,8,8,360.80111111111114,3247.21,749.86,5,4,0.551158,1.0,0.5555555555555556,145.86939800000002,54,Neutral,Neutral,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,30.495403,7,1,1,356.9714285714286,2498.8,749.95,1,6,0.359619,1.0,0.14285714285714285,30.135784,60,Greed,Greed,Low-Size,Infrequent,Inconsistent
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,37.385304,7,1,1,299.0128571428572,2093.09,739.52,0,7,0.703274,1.0,0.0,36.68203,53,Neutral,Neutral,Low-Size,Infrequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,0.0,1,0,0,24979.8,24979.8,24979.8,1,0,4.898,0.0,1.0,-4.898,83,Extreme Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,7440.638159,89,36,36,5090.390786516854,453044.78,81402.81,53,36,102.865112,1.0,0.5955056179775281,7337.773047,75,Extreme Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,53635.529649,238,108,99,9628.82474789916,2291660.29,144490.58,129,108,621.675856,0.9166666666666666,0.542016806722689,53013.853792999995,74,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,357.346725,18,9,9,7190.583333333333,129430.5,24998.7,9,9,45.300667000000004,1.0,0.5,312.046058,74,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,2227.18659,38,25,25,6536.572105263158,248389.74,34981.65,13,25,56.166067999999996,1.0,0.34210526315789475,2171.020522,65,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,0.0,139,0,0,5040.074460431654,700570.35,30019.96,139,0,245.199569,0.0,1.0,-245.199569,70,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,35352.95374,96,56,56,7755.243541666667,744503.38,135584.29,40,56,205.33857300000003,1.0,0.4166666666666667,35147.615166999996,69,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,2812.7685,27,27,27,4195.841481481481,113287.72,20775.0,0,27,39.650688,1.0,0.0,2773.117812,50,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,927.412681,390,390,390,830.1821794871795,323771.05,10040.62,0,390,32.376978,1.0,0.0,895.035703,62,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,0.0,23,0,0,6845.160434782609,157438.69,39805.26,23,0,15.743859,0.0,1.0,-15.743859,61,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,13963.52,4,4,4,42850.549999999996,171402.19999999998,129040.2,0,4,17.14022,1.0,0.0,13946.379780000001,75,Extreme Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,1519.769822,30,20,20,3916.7593333333334,117502.78,13546.32,10,20,41.12595,1.0,0.3333333333333333,1478.6438719999999,77,Extreme Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,-2427.873799,43,36,0,2596.646976744186,111655.81999999999,39616.39,7,36,39.079508000000004,0.0,0.16279069767441862,-2466.9533069999998,76,Extreme Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,0.0,13,0,0,1538.4553846153844,19999.92,4005.66,13,0,0.28503619,0.0,1.0,-0.28503619,49,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,856.4737299999999,41,7,7,5876.914634146341,240953.5,30867.83,34,7,84.333708,1.0,0.8292682926829268,772.1400219999999,49,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,11271.895074,215,114,114,5634.781581395349,1211478.04,199013.39,101,114,211.517568,1.0,0.4697674418604651,11060.377506,25,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,22137.551238,50,50,50,8442.721599999999,422136.07999999996,201917.8,0,50,147.74759799999998,1.0,0.0,21989.80364,21,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,503.31943,12,4,4,8378.118333333334,100537.42,24999.98,8,4,35.188087,1.0,0.6666666666666666,468.131343,10,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,22299.186495,89,72,72,14857.899887640451,1322353.09,146857.45,17,72,387.823865,1.0,0.19101123595505617,21911.362630000003,16,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,0.0,19,0,0,10522.962631578948,199936.29,49998.78,19,0,69.977691,0.0,1.0,-69.977691,33,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,0.0,155,0,0,5549.306774193548,860142.5499999999,180150.55,155,0,126.050573,0.0,1.0,-126.050573,15,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,5109.859504,15,5,5,9685.342,145280.13,36137.11,10,5,50.848044,1.0,0.6666666666666666,5059.01146,25,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,0.0,57,0,0,1755.7517543859651,100077.85,8724.12,57,0,35.027224,0.0,1.0,-35.027224,34,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,0.08712,114,1,1,5590.744561403509,637344.88,104017.49,113,1,173.070731,1.0,0.9912280701754386,-172.983611,20,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,0.0,84,0,0,3216.501666666667,270186.14,100059.22,84,0,44.565215,0.0,1.0,-44.565215,24,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,0.0,15,0,0,4349.66,65244.9,25736.14,15,0,6.5244860000000005,0.0,1.0,-6.5244860000000005,45,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,4839.59228,195,151,151,3233.520923076923,630536.58,120751.98,44,151,113.748428,1.0,0.22564102564102564,4725.843852,49,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,0.0,17,0,0,1470.5794117647058,24999.85,8764.36,17,0,2.499981,0.0,1.0,-2.499981,31,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,4350.379248,53,53,53,1308.6299999999999,69357.39,15658.49,0,53,16.261935,1.0,0.0,4334.117313,32,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,2897.148962,76,26,26,3986.6614473684212,302986.27,68009.66,50,26,81.04532900000001,1.0,0.6578947368421053,2816.103633,30,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,48946.705539,185,185,185,6360.884432432433,1176763.62,212622.65,0,185,175.744309,1.0,0.0,48770.96123,45,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,30531.101000000002,50,50,50,12797.315200000001,639865.76,74999.54,0,50,223.952992,1.0,0.0,30307.148008000004,46,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,9261.449882,140,85,85,4924.3603571428575,689410.4500000001,80075.32,55,85,121.230248,1.0,0.39285714285714285,9140.219634000001,47,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,314.6728,23,3,3,15232.22,350341.06,100005.24,20,3,122.619356,1.0,0.8695652173913043,192.053444,26,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,5362.529222,21,21,21,12161.259047619047,255386.44,201792.45,0,21,38.937127000000004,1.0,0.0,5323.592095,32,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,4750.8109939999995,47,26,26,9463.05744680851,444763.7,99999.68,21,26,105.667381,1.0,0.44680851063829785,4645.143612999999,34,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,444.205198,16,10,10,37473.885625,599582.17,232489.56,10,6,184.853869,1.0,0.625,259.35132899999996,44,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,0.0,60,0,0,16666.611,999996.66,238236.94,60,0,74.999717,0.0,1.0,-74.999717,25,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,0.0,51,0,0,8264.040980392158,421466.09,74998.86,51,0,126.439802,0.0,1.0,-126.439802,28,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,31134.240601999998,102,102,102,5175.765784313725,527928.11,49766.05,0,102,127.578406,1.0,0.0,31006.662195999997,30,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,0.0,103,0,0,5508.490970873787,567374.5700000001,136536.98,103,0,107.712409,0.0,1.0,-107.712409,34,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,13642.628143,189,40,40,7781.819788359788,1470763.94,156779.87,149,40,164.470105,1.0,0.7883597883597884,13478.158038,23,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,221.0,3,1,1,52275.0,156825.0,78302.0,1,2,47.047498,1.0,0.3333333333333333,173.952502,24,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,107892.62706,290,143,137,17935.84644827586,5201395.47,610194.33,147,143,834.927894,0.958041958041958,0.506896551724138,107057.699166,18,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,84856.33534,222,80,80,26118.342432432433,5798272.0200000005,499987.77,142,80,1584.415224,1.0,0.6396396396396397,83271.92011600001,39,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,122461.112004,74,74,74,24390.13621621622,1804870.08,259725.54,0,74,90.243471,1.0,0.0,122370.868533,25,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,0.0,68,0,0,16878.26676470588,1147722.14,404780.66,0,68,175.727839,0.0,0.0,-175.727839,43,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,21531.8321,76,56,56,26925.528815789472,2046340.19,415525.0,53,23,210.146766,1.0,0.6973684210526315,21321.685333999998,31,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,0.0,51,0,0,3354.117450980392,171059.99,50002.58,0,51,8.552978,0.0,0.0,-8.552978,38,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,3088.0,1,1,1,166444.0,166444.0,166444.0,1,0,8.3222,1.0,1.0,3079.6778,29,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,-110.0,6,6,0,28273.666666666668,169642.0,46651.55,6,0,50.892595,0.0,1.0,-160.892595,30,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,-681.29819,23,22,0,30543.59565217391,702502.7,351592.0,1,22,122.852796,0.0,0.043478260869565216,-804.150986,39,Fear,Fear,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,132.0,6,1,1,15215.498333333335,91292.99,45580.5,1,5,27.387897000000002,1.0,0.16666666666666666,104.61210299999999,47,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,2875.230157,121,66,30,6709.732727272728,811877.66,94083.0,66,55,122.91815,0.45454545454545453,0.5454545454545454,2752.312007,72,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,459.24741,23,22,22,4407.6721739130435,101376.46,93400.0,22,1,7.062931,1.0,0.9565217391304348,452.184479,63,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,0.0,3,0,0,63142.666666666664,189428.0,93794.0,0,3,9.471399,0.0,0.0,-9.471399,60,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,47.876234000000004,41,41,41,6897.073170731707,282780.0,88361.21,41,0,14.13899,1.0,1.0,33.737244000000004,65,Greed,Greed,High-Size,Frequent,Inconsistent
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,510.0,5,4,4,75258.0,376290.0,188400.0,4,1,84.601498,1.0,0.8,425.398502,56,Greed,Greed,High-Size,Frequent,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,0.0,7,0,0,857.2571428571428,6000.799999999999,2999.7,7,0,2.100278,0.0,1.0,-2.100278,81,Extreme Greed,Greed,High-Size,Infrequent,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,65.480454,1,1,1,6066.28,6066.28,6066.28,0,1,2.123198,1.0,0.0,63.35725599999999,88,Extreme Greed,Greed,High-Size,Infrequent,Inconsistent
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,338.42832,8,1,1,3292.47625,26339.81,10341.75,7,1,9.218929,1.0,0.875,329.209391,83,Extreme Greed,Greed,High-Size,Infrequent,Inconsistent
